"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover ₹  ","No. of Trades  ","Deliverable Qty  ","% Dly Qt to Traded Qty  "
"VEDL","EQ","03-Dec-2018","195.85","201.50","205.35","201.00","202.95","202.95","203.41","1,62,35,433","3,30,24,79,028.65","1,12,083","42,18,036","25.98"
"VEDL","EQ","04-Dec-2018","202.95","202.40","206.90","200.60","206.00","206.20","204.12","1,05,59,839","2,15,54,39,287.15","66,817","21,50,553","20.37"
"VEDL","EQ","05-Dec-2018","206.20","202.35","204.45","197.45","198.10","198.40","200.45","1,23,27,914","2,47,11,67,300.45","79,257","25,15,046","20.40"
"VEDL","EQ","06-Dec-2018","198.40","196.90","196.90","191.00","195.30","195.35","194.06","1,56,93,557","3,04,55,69,830.65","1,23,061","27,17,395","17.32"
"VEDL","EQ","07-Dec-2018","195.35","197.95","198.30","193.00","195.55","195.70","195.15","91,85,719","1,79,26,03,323.75","78,001","12,15,626","13.23"
"VEDL","EQ","10-Dec-2018","195.70","191.40","195.65","190.20","192.25","192.55","193.20","67,66,286","1,30,72,52,407.10","50,123","11,10,420","16.41"
"VEDL","EQ","11-Dec-2018","192.55","191.90","195.00","190.05","194.00","193.55","192.71","1,24,58,158","2,40,08,50,376.65","85,788","29,24,575","23.48"
"VEDL","EQ","12-Dec-2018","193.55","194.55","200.75","193.55","199.20","199.30","197.55","1,12,15,747","2,21,57,15,250.95","78,383","25,78,580","22.99"
"VEDL","EQ","13-Dec-2018","199.30","201.00","202.80","198.30","200.40","200.65","200.68","1,01,41,845","2,03,52,96,477.55","57,239","28,73,062","28.33"
"VEDL","EQ","14-Dec-2018","200.65","199.00","203.20","198.15","201.90","201.60","201.47","76,37,495","1,53,86,91,315.25","56,491","20,01,459","26.21"
"VEDL","EQ","17-Dec-2018","201.60","212.80","213.30","204.60","205.40","205.50","207.98","2,76,13,999","5,74,32,53,473.20","1,62,244","50,76,037","18.38"
"VEDL","EQ","18-Dec-2018","205.50","204.90","210.00","204.25","209.80","208.55","207.05","1,25,09,870","2,59,01,38,494.90","68,657","27,34,610","21.86"
"VEDL","EQ","19-Dec-2018","208.55","209.80","209.95","205.65","206.75","206.85","207.31","1,13,34,523","2,34,97,49,012.35","61,516","25,44,136","22.45"
"VEDL","EQ","20-Dec-2018","206.85","205.00","205.00","201.50","203.10","202.75","202.49","1,39,58,524","2,82,64,43,832.85","79,218","40,51,427","29.02"
"VEDL","EQ","21-Dec-2018","202.75","204.50","204.55","199.15","199.85","200.05","201.51","1,43,74,440","2,89,65,63,185.45","74,852","58,98,351","41.03"
"VEDL","EQ","24-Dec-2018","200.05","198.00","199.50","196.00","196.40","196.40","197.42","99,51,166","1,96,45,32,979.60","71,326","20,50,533","20.61"
"VEDL","EQ","26-Dec-2018","196.40","195.95","197.65","193.05","196.75","196.40","195.06","94,49,698","1,84,32,56,381.50","54,821","16,22,046","17.17"
"VEDL","EQ","27-Dec-2018","196.40","199.65","202.25","195.20","196.70","195.85","198.12","1,28,90,647","2,55,38,66,039.75","72,827","20,28,621","15.74"
"VEDL","EQ","28-Dec-2018","195.85","197.65","200.65","197.00","199.90","199.40","199.19","86,93,150","1,73,15,69,175.50","52,458","19,65,616","22.61"
"VEDL","EQ","31-Dec-2018","199.40","201.40","203.60","200.60","202.15","202.20","202.33","95,80,784","1,93,85,03,473.45","79,513","21,11,734","22.04"
"VEDL","EQ","01-Jan-2019","202.20","202.50","202.85","200.35","202.50","202.10","201.52","39,47,501","79,54,84,639.00","22,172","5,85,816","14.84"
"VEDL","EQ","02-Jan-2019","202.10","200.00","200.00","192.50","193.20","193.15","195.34","1,89,35,386","3,69,88,00,208.05","1,64,727","74,77,092","39.49"
"VEDL","EQ","03-Jan-2019","193.15","193.70","195.00","187.55","188.50","187.95","191.06","1,39,68,283","2,66,87,93,428.00","1,06,623","37,14,654","26.59"
"VEDL","EQ","04-Jan-2019","187.95","188.00","194.45","186.65","193.90","192.90","189.77","1,28,83,382","2,44,48,96,326.95","83,869","25,15,280","19.52"
"VEDL","EQ","07-Jan-2019","192.90","196.10","198.65","192.50","193.60","193.45","195.45","1,10,20,289","2,15,38,68,592.15","83,855","23,40,047","21.23"
"VEDL","EQ","08-Jan-2019","193.45","194.50","197.00","191.90","195.60","195.65","194.61","1,42,95,380","2,78,20,46,514.80","79,311","34,65,337","24.24"
"VEDL","EQ","09-Jan-2019","195.65","197.95","198.00","192.00","195.05","194.75","194.77","1,12,05,333","2,18,24,47,966.20","78,137","24,99,719","22.31"
"VEDL","EQ","10-Jan-2019","194.75","195.00","196.20","193.45","195.50","195.45","194.89","82,56,271","1,60,90,42,788.10","39,747","29,53,818","35.78"
"VEDL","EQ","11-Jan-2019","195.45","195.50","198.30","195.00","196.70","196.60","196.76","82,45,755","1,62,24,28,159.60","52,613","23,84,735","28.92"
"VEDL","EQ","14-Jan-2019","196.60","196.00","196.00","192.00","193.00","193.05","193.32","90,59,869","1,75,14,92,240.45","84,192","36,37,485","40.15"
"VEDL","EQ","15-Jan-2019","193.05","193.85","199.80","193.35","198.80","198.90","197.22","94,16,350","1,85,71,36,955.15","52,918","29,44,107","31.27"
"VEDL","EQ","16-Jan-2019","198.90","201.00","202.25","195.70","196.55","196.30","198.83","1,25,54,389","2,49,61,41,331.45","70,742","30,96,195","24.66"
"VEDL","EQ","17-Jan-2019","196.30","197.25","198.25","195.40","196.85","197.45","197.05","65,91,718","1,29,88,93,477.10","35,085","16,99,006","25.77"
"VEDL","EQ","18-Jan-2019","197.45","199.00","200.00","196.25","198.75","198.70","198.51","83,07,081","1,64,90,58,893.55","73,539","21,98,126","26.46"
"VEDL","EQ","21-Jan-2019","198.70","200.10","200.50","197.65","198.10","198.45","198.76","63,48,706","1,26,18,87,495.60","45,040","21,78,216","34.31"
"VEDL","EQ","22-Jan-2019","198.45","197.50","197.50","191.00","191.20","191.50","192.85","99,01,151","1,90,94,81,411.75","64,658","34,02,297","34.36"
"VEDL","EQ","23-Jan-2019","191.50","191.50","195.00","190.60","192.50","192.80","193.01","75,23,951","1,45,22,19,189.10","53,230","16,61,103","22.08"
"VEDL","EQ","24-Jan-2019","192.80","192.90","195.45","191.30","193.55","193.50","193.14","61,95,845","1,19,66,57,857.05","35,604","8,20,115","13.24"
"VEDL","EQ","25-Jan-2019","193.50","195.10","196.40","192.55","195.00","194.70","194.49","64,37,316","1,25,19,93,680.70","39,682","22,07,822","34.30"
"VEDL","EQ","28-Jan-2019","194.70","195.00","195.00","191.00","192.20","191.50","192.12","60,45,200","1,16,14,21,417.15","51,822","18,71,813","30.96"
"VEDL","EQ","29-Jan-2019","191.50","191.50","193.85","189.40","192.65","192.65","191.77","62,30,069","1,19,47,20,747.80","39,067","16,52,965","26.53"
"VEDL","EQ","30-Jan-2019","192.65","192.90","196.45","192.15","194.45","194.10","193.81","1,00,15,876","1,94,12,14,273.40","96,072","37,17,960","37.12"
"VEDL","EQ","31-Jan-2019","194.10","195.50","198.25","193.80","197.95","197.35","196.57","1,34,04,228","2,63,49,00,755.70","80,475","67,38,267","50.27"
"VEDL","EQ","01-Feb-2019","197.35","179.65","180.00","158.15","161.60","162.15","163.84","9,85,62,137","16,14,85,06,691.70","6,16,591","2,80,68,376","28.48"
"VEDL","EQ","04-Feb-2019","162.15","162.80","165.00","156.50","162.35","161.35","160.82","2,45,78,563","3,95,26,36,879.15","1,45,270","44,92,853","18.28"
"VEDL","EQ","05-Feb-2019","161.35","159.30","164.50","157.25","163.55","162.60","161.19","1,43,52,577","2,31,35,50,779.60","87,265","38,74,191","26.99"
"VEDL","EQ","06-Feb-2019","162.60","163.35","165.00","157.75","164.75","163.75","161.89","1,31,40,943","2,12,73,29,025.30","76,993","42,79,551","32.57"
"VEDL","EQ","07-Feb-2019","163.75","162.95","165.65","161.80","163.10","163.45","163.43","94,37,018","1,54,22,94,517.55","51,112","31,43,419","33.31"
"VEDL","EQ","08-Feb-2019","163.45","162.30","162.40","149.70","154.60","154.15","155.88","2,16,67,191","3,37,74,11,406.75","1,69,512","77,80,100","35.91"
"VEDL","EQ","11-Feb-2019","154.15","153.70","155.20","147.05","151.80","152.15","151.20","1,81,88,741","2,75,01,04,548.35","96,930","59,01,985","32.45"
"VEDL","EQ","12-Feb-2019","152.15","151.90","157.95","150.70","152.90","152.85","154.94","1,41,16,882","2,18,73,08,150.10","1,02,965","37,24,242","26.38"
"VEDL","EQ","13-Feb-2019","152.85","153.90","154.85","150.15","150.45","150.70","152.52","73,75,452","1,12,48,79,245.55","59,541","19,36,186","26.25"
"VEDL","EQ","14-Feb-2019","150.70","150.50","153.00","149.15","152.00","151.75","151.07","99,62,977","1,50,50,90,257.55","59,494","32,22,924","32.35"
"VEDL","EQ","15-Feb-2019","151.75","151.05","151.20","145.80","147.55","147.30","148.06","1,41,16,428","2,09,00,51,721.80","77,079","51,17,121","36.25"
"VEDL","EQ","18-Feb-2019","147.30","148.85","151.15","146.65","147.95","148.00","148.53","1,42,82,136","2,12,12,80,307.10","79,516","40,77,156","28.55"
"VEDL","EQ","19-Feb-2019","148.00","148.10","154.40","147.85","152.95","153.10","152.07","1,25,75,548","1,91,23,59,910.30","74,635","30,89,790","24.57"
"VEDL","EQ","20-Feb-2019","153.10","154.00","160.90","154.00","160.20","160.25","158.39","1,72,51,557","2,73,24,06,448.35","1,10,611","41,71,196","24.18"
"VEDL","EQ","21-Feb-2019","160.25","161.70","165.60","160.30","164.40","164.60","163.68","1,46,35,838","2,39,55,24,609.40","1,09,841","39,11,946","26.73"
"VEDL","EQ","22-Feb-2019","164.60","164.45","170.00","163.60","169.65","169.65","167.83","1,41,90,345","2,38,16,36,044.50","84,174","52,04,970","36.68"
"VEDL","EQ","25-Feb-2019","169.65","171.00","171.80","167.40","170.90","171.25","170.22","1,09,96,421","1,87,17,72,823.65","85,058","27,30,914","24.83"
"VEDL","EQ","26-Feb-2019","171.25","168.70","171.25","164.00","169.40","169.70","168.27","1,32,47,683","2,22,92,28,586.70","77,608","46,66,182","35.22"
"VEDL","EQ","27-Feb-2019","169.70","170.00","171.45","163.70","164.10","164.65","166.80","1,10,06,707","1,83,59,21,679.60","77,459","35,56,104","32.31"
"VEDL","EQ","28-Feb-2019","164.65","166.50","171.45","164.20","170.70","169.40","168.86","3,90,36,727","6,59,16,93,799.25","1,20,002","2,76,26,221","70.77"
"VEDL","EQ","01-Mar-2019","169.40","172.45","174.80","172.00","173.60","173.45","173.21","1,18,85,411","2,05,86,76,137.65","88,270","24,54,076","20.65"
"VEDL","EQ","05-Mar-2019","173.45","172.95","176.40","172.40","174.50","174.95","174.81","76,67,267","1,34,02,84,469.00","95,591","21,93,220","28.60"
"VEDL","EQ","06-Mar-2019","174.95","177.65","180.00","176.10","178.60","178.50","178.41","1,10,31,028","1,96,80,84,155.90","77,476","39,77,564","36.06"
"VEDL","EQ","07-Mar-2019","178.50","178.95","178.95","172.60","175.85","176.05","175.34","94,72,601","1,66,09,50,270.25","69,437","24,17,928","25.53"
"VEDL","EQ","08-Mar-2019","176.05","174.80","174.80","171.25","172.15","172.35","172.95","57,97,559","1,00,27,01,239.80","50,549","14,71,426","25.38"
"VEDL","EQ","11-Mar-2019","172.35","174.00","178.75","172.55","176.65","177.10","176.62","90,43,700","1,59,73,15,874.65","57,755","36,12,214","39.94"
"VEDL","EQ","12-Mar-2019","177.10","178.90","180.35","177.30","178.30","178.45","179.01","1,04,56,226","1,87,17,83,511.90","57,975","43,85,627","41.94"
"VEDL","EQ","13-Mar-2019","178.45","178.00","178.30","171.00","172.00","171.60","172.86","97,68,953","1,68,86,57,721.35","59,763","34,66,464","35.48"
"VEDL","EQ","14-Mar-2019","171.60","171.70","174.70","171.40","173.50","173.60","173.21","65,17,558","1,12,89,24,446.15","39,875","11,22,905","17.23"
"VEDL","EQ","15-Mar-2019","173.60","173.20","176.50","170.20","175.00","175.70","174.82","1,82,24,411","3,18,59,27,085.45","56,993","1,24,56,089","68.35"
"VEDL","EQ","18-Mar-2019","175.70","175.00","175.00","171.85","173.35","173.30","173.21","59,02,016","1,02,23,13,368.45","40,225","12,45,205","21.10"
"VEDL","EQ","19-Mar-2019","173.30","172.10","175.20","171.55","172.90","172.70","173.21","89,01,871","1,54,18,66,646.30","47,819","33,46,289","37.59"
"VEDL","EQ","20-Mar-2019","172.70","174.25","175.45","172.55","174.00","174.55","174.23","57,03,096","99,36,74,901.30","43,510","20,32,850","35.64"
"VEDL","BL","22-Mar-2019","1,009.40","174.55","174.55","174.55","174.55","174.55","174.55","11,50,933","20,08,95,355.15","1","11,50,933","100.00"
"VEDL","EQ","22-Mar-2019","174.55","174.20","176.60","173.05","173.20","173.90","174.95","63,11,803","1,10,42,45,976.30","44,789","22,53,477","35.70"
"VEDL","EQ","25-Mar-2019","173.90","170.70","171.00","167.75","168.20","168.25","169.05","82,43,613","1,39,35,71,337.65","54,346","31,75,073","38.52"
"VEDL","EQ","26-Mar-2019","168.25","170.00","174.35","169.00","174.25","173.60","172.12","81,06,156","1,39,52,56,890.50","51,963","30,99,068","38.23"
"VEDL","EQ","27-Mar-2019","173.60","175.30","177.25","173.40","174.70","175.45","175.54","84,84,488","1,48,93,99,481.70","54,791","28,91,477","34.08"
"VEDL","EQ","28-Mar-2019","175.45","177.00","178.95","175.65","177.95","178.05","177.53","97,58,852","1,73,24,56,800.05","80,033","40,87,425","41.88"
"VEDL","EQ","29-Mar-2019","178.05","178.60","185.40","178.55","184.80","184.45","183.66","1,63,93,058","3,01,07,35,288.85","1,14,023","57,61,953","35.15"
"VEDL","EQ","01-Apr-2019","184.45","187.40","193.40","187.00","188.45","188.90","191.40","1,57,88,197","3,02,19,11,639.00","1,35,815","45,67,565","28.93"
"VEDL","EQ","02-Apr-2019","188.90","190.60","190.80","186.35","188.10","187.90","188.71","80,97,137","1,52,80,02,805.05","68,912","24,34,851","30.07"
"VEDL","EQ","03-Apr-2019","187.90","188.80","191.00","185.05","185.60","185.80","188.62","59,74,559","1,12,69,02,170.85","46,529","12,74,091","21.33"
"VEDL","EQ","04-Apr-2019","185.80","185.25","189.15","183.40","187.55","187.20","186.33","63,66,506","1,18,63,02,538.35","47,310","9,45,459","14.85"
"VEDL","EQ","05-Apr-2019","187.20","188.70","192.30","186.70","192.10","191.70","190.08","72,81,070","1,38,40,20,472.20","53,698","20,31,450","27.90"
"VEDL","EQ","08-Apr-2019","191.70","194.10","195.10","185.20","186.55","186.65","189.36","1,09,56,365","2,07,46,68,753.00","81,548","30,70,941","28.03"
"VEDL","EQ","09-Apr-2019","186.65","186.90","190.95","184.10","190.00","190.00","187.48","88,89,015","1,66,65,53,681.65","80,346","23,49,016","26.43"
"VEDL","EQ","10-Apr-2019","190.00","188.90","191.75","185.55","189.00","188.50","188.79","1,00,63,947","1,89,99,59,510.60","55,956","33,84,330","33.63"
"VEDL","EQ","11-Apr-2019","188.50","188.45","188.45","179.40","181.35","181.15","181.85","1,75,71,817","3,19,54,71,582.10","1,10,111","45,67,817","26.00"
"VEDL","EQ","12-Apr-2019","181.15","181.45","184.50","179.70","183.80","183.90","182.21","77,16,220","1,40,59,46,168.45","52,957","12,63,543","16.38"
"VEDL","EQ","15-Apr-2019","183.90","184.90","187.95","183.70","185.35","184.70","185.80","65,03,139","1,20,83,06,532.15","54,808","19,02,150","29.25"
"VEDL","EQ","16-Apr-2019","184.70","185.20","189.75","184.30","185.00","184.95","186.76","77,26,060","1,44,29,29,355.80","68,520","21,30,921","27.58"
"VEDL","EQ","18-Apr-2019","184.95","185.30","186.90","178.00","178.40","178.60","180.01","1,05,31,473","1,89,57,40,816.25","84,088","36,96,307","35.10"
"VEDL","EQ","22-Apr-2019","178.60","178.90","179.45","174.70","175.25","175.00","176.55","51,78,537","91,42,55,314.80","38,164","15,31,549","29.57"
"VEDL","EQ","23-Apr-2019","175.00","175.20","176.35","174.00","174.70","174.80","175.14","45,11,939","79,02,28,704.15","29,375","11,54,564","25.59"
"VEDL","EQ","24-Apr-2019","174.80","174.95","176.00","171.05","175.00","174.80","173.02","64,93,237","1,12,34,87,144.10","56,813","17,59,777","27.10"
"VEDL","EQ","25-Apr-2019","174.80","174.60","175.25","170.00","170.35","170.45","171.94","72,01,390","1,23,82,28,029.00","56,948","26,21,395","36.40"
"VEDL","EQ","26-Apr-2019","170.45","171.50","172.70","168.00","169.70","169.70","170.34","1,45,27,641","2,47,46,05,075.15","85,395","57,07,528","39.29"
"VEDL","EQ","30-Apr-2019","169.70","170.00","170.35","163.50","167.35","166.85","165.74","1,19,40,661","1,97,90,15,305.80","74,320","50,21,412","42.05"
"VEDL","EQ","02-May-2019","166.85","165.90","169.20","164.20","168.30","168.30","167.62","92,31,942","1,54,74,27,340.90","57,909","36,48,072","39.52"
"VEDL","EQ","03-May-2019","168.30","168.70","169.00","165.80","167.70","167.70","167.49","51,09,761","85,58,55,211.75","43,804","9,55,006","18.69"
"VEDL","EQ","06-May-2019","167.70","164.00","168.25","163.05","166.30","166.75","165.90","66,83,022","1,10,86,94,110.20","45,210","18,26,692","27.33"
"VEDL","EQ","07-May-2019","166.75","167.30","170.25","162.50","162.55","163.50","166.86","1,28,85,013","2,15,00,02,596.60","88,211","28,50,084","22.12"
"VEDL","EQ","08-May-2019","163.50","160.50","163.45","156.00","160.30","159.40","159.20","2,61,36,247","4,16,08,87,775.95","1,69,538","50,80,616","19.44"
"VEDL","EQ","09-May-2019","159.40","159.00","160.50","156.65","157.45","157.15","158.32","67,61,852","1,07,05,24,093.85","62,295","16,32,358","24.14"
"VEDL","EQ","10-May-2019","157.15","158.40","159.55","153.85","155.40","155.95","156.48","88,03,987","1,37,76,63,911.70","88,570","17,60,477","20.00"
"VEDL","EQ","13-May-2019","155.95","156.30","157.95","152.80","153.60","154.20","155.05","72,63,166","1,12,61,77,673.05","56,438","21,65,501","29.81"
"VEDL","EQ","14-May-2019","154.20","153.30","161.85","153.30","161.35","160.75","158.35","2,07,39,113","3,28,39,71,008.95","1,05,122","86,85,664","41.88"
"VEDL","EQ","15-May-2019","160.75","161.70","163.20","159.20","159.55","160.05","161.71","1,15,18,834","1,86,26,82,606.00","84,232","46,94,074","40.75"
"VEDL","EQ","16-May-2019","160.05","161.30","164.10","158.85","163.15","163.50","161.27","88,28,869","1,42,38,38,620.95","1,21,272","39,79,809","45.08"
"VEDL","EQ","17-May-2019","163.50","163.15","164.30","159.35","160.75","160.95","161.06","84,05,798","1,35,38,50,093.10","66,783","37,52,916","44.65"
"VEDL","EQ","20-May-2019","160.95","165.00","168.00","164.00","167.00","167.10","166.53","75,40,373","1,25,56,79,051.75","71,288","34,76,607","46.11"
"VEDL","EQ","21-May-2019","167.10","168.40","168.75","163.80","165.40","165.45","165.58","73,94,826","1,22,44,30,012.25","75,860","36,62,954","49.53"
"VEDL","EQ","22-May-2019","165.45","165.45","167.90","164.70","166.50","166.30","166.44","65,97,051","1,09,80,09,771.50","58,022","31,85,980","48.29"
"VEDL","EQ","23-May-2019","166.30","168.45","168.45","156.00","157.00","157.35","162.42","1,42,49,085","2,31,43,06,736.75","89,818","57,51,849","40.37"
"VEDL","EQ","24-May-2019","157.35","159.00","164.60","155.55","164.40","163.90","159.82","1,04,56,712","1,67,12,02,396.20","1,06,535","22,97,814","21.97"
"VEDL","EQ","27-May-2019","163.90","164.45","167.80","163.00","166.40","166.50","165.52","65,46,389","1,08,35,56,333.65","60,759","15,99,132","24.43"
"VEDL","EQ","28-May-2019","166.50","166.50","171.70","165.75","168.20","169.55","169.28","5,73,84,687","9,71,38,11,508.40","1,81,982","4,58,00,544","79.81"
